Age,Height,Weight,IQ,Ability to fight,Weapons?,Vehicles?,Food amount,Survival %
29,1.71,68.48,156,0,2,1,78.14,76.52
68,1.56,64.86,154,3,2,0,160.82,44.54
53,1.66,64.68,138,0,2,2,181.33,54.42
46,1.77,82.3,142,0,2,2,289.2,62.86
70,1.53,117.31,147,0,2,0,272.87,35.91
22,1.79,50.63,118,1,1,1,245.99,83.64
30,1.52,55.44,141,3,2,0,117.76,82.39
29,1.5,91.19,85,2,2,0,255.22,79.85
28,1.97,96.51,112,0,0,3,175.4,78.68
30,1.86,107.33,145,3,0,0,311.69,80.04
51,1.91,85.22,147,1,0,3,20.89,52.56
19,1.63,59.1,101,0,0,0,235.1,83.78
27,1.94,63.14,121,3,0,3,256.94,88.85
46,1.85,104.22,81,1,1,1,173.53,59.16
37,1.94,81.74,147,1,2,2,1.84,69.02
53,1.8,89.71,100,3,0,2,170.68,58.28
75,1.91,116.49,91,3,1,3,337.46,44.0
49,1.54,74.12,97,1,2,1,6.51,57.04
49,1.61,89.12,115,3,1,3,295.48,68.88
49,1.54,105.17,155,0,0,2,21.65,53.29
49,1.82,90.12,118,1,0,3,354.63,63.46
19,1.88,94.71,107,0,0,2,44.6,83.59
76,1.6,101.27,121,3,2,1,164.26,37.1
56,1.89,80.33,97,0,1,0,41.72,47.14
53,1.75,102.47,101,1,2,3,165.98,57.43
58,1.51,97.57,89,0,1,2,313.1,49.17
71,1.83,82.8,151,0,2,1,202.37,35.35
24,1.9,50.66,140,0,1,2,226.48,82.02
76,1.57,86.2,131,3,0,3,293.34,40.82
25,1.63,107.46,91,2,2,0,360.97,84.2
42,1.61,56.87,112,0,2,0,138.44,63.46
18,1.99,87.21,128,0,0,3,76.88,86.05
39,1.75,95.38,117,3,2,2,202.42,75.7
61,1.8,90.12,82,1,2,2,169.89,47.27
55,1.63,83.29,87,3,0,1,363.2,56.42
69,1.99,71.61,156,1,2,1,276.9,38.85
73,1.69,113.49,85,1,0,1,43.44,30.29
71,1.55,108.99,150,0,0,2,272.61,34.63
34,1.67,115.48,85,1,2,1,174.01,73.16
78,1.84,119.64,114,3,0,1,129.36,31.86
73,1.59,54.36,120,0,2,2,72.9,32.97
30,1.87,104.83,158,3,1,2,36.99,80.49
18,1.64,51.38,96,3,1,0,195.19,92.65
71,1.53,110.71,133,0,1,0,256.11,32.85
79,1.66,116.67,94,0,1,3,156.29,28.17
35,1.99,116.29,84,0,2,1,346.0,72.31
41,1.57,83.69,159,3,2,0,264.12,71.88
64,1.89,118.3,107,1,0,0,123.8,39.41
33,1.64,111.06,154,0,1,1,257.6,71.72
65,1.91,60.97,93,2,2,0,89.76,43.3
33,1.71,75.2,110,3,2,0,251.65,79.84
37,1.9,86.21,134,1,0,2,261.6,69.49
40,1.75,117.23,91,1,1,2,177.76,66.37
78,1.81,51.46,112,3,2,3,181.94,38.85
21,1.82,94.44,127,0,1,0,300.63,83.0
22,1.94,105.05,132,3,0,2,66.05,87.88
60,1.53,91.67,88,3,0,3,291.26,56.77
34,1.63,107.0,135,0,0,1,12.37,68.08
60,1.87,95.93,147,1,1,1,49.74,44.33
63,1.89,78.27,138,3,1,2,361.8,51.82
38,1.61,91.41,108,0,0,3,90.65,66.42
66,1.55,117.85,133,0,1,3,210.66,42.62
73,1.72,117.07,105,2,2,3,129.63,38.46
61,1.98,62.17,104,2,2,1,146.53,47.98
58,1.65,110.33,110,2,2,1,144.26,50.96
63,1.65,54.82,124,2,0,2,284.17,45.79
39,1.53,82.25,83,3,1,0,209.25,71.7
50,1.52,51.92,141,3,0,0,350.01,60.17
28,1.66,66.5,135,3,1,2,333.51,86.45
39,1.63,56.52,134,1,1,3,328.02,73.75
38,1.59,112.22,87,3,0,2,138.03,72.84
78,1.69,60.18,90,3,2,3,270.49,41.21
38,1.8,90.49,88,1,0,2,252.69,68.37
53,1.94,77.04,113,1,0,2,7.33,50.1
55,1.8,115.29,85,0,2,1,63.15,50.42
51,1.77,54.74,120,0,2,1,173.93,55.16
52,1.75,72.68,90,2,2,0,236.75,56.79
58,1.78,110.8,120,1,2,0,42.49,48.14
55,1.93,102.36,117,3,2,0,99.63,57.33
27,1.99,56.54,120,0,1,0,69.15,76.23
46,1.88,59.98,82,1,1,3,237.01,64.32
21,1.51,94.15,83,0,1,2,278.24,85.71
19,1.68,78.35,146,0,0,1,151.3,84.01
35,1.89,72.28,90,0,0,0,89.53,67.3
65,1.51,103.96,89,2,2,3,6.33,43.17
40,1.91,63.59,90,1,0,3,263.54,70.03
58,1.98,73.02,84,3,0,0,302.64,52.01
23,1.97,90.7,84,0,1,0,346.65,81.16
75,1.91,109.24,128,3,0,0,363.29,35.21
73,1.8,72.32,81,0,1,3,26.14,30.7
20,1.69,71.64,101,0,0,2,129.53,83.73
55,1.76,112.71,102,2,2,0,317.42,54.06
69,1.53,90.75,102,1,2,3,355.23,46.47
79,1.93,72.32,142,1,2,3,141.89,30.78
22,1.52,69.88,95,2,0,1,77.18,83.51
28,1.66,90.56,145,0,2,1,294.8,78.97
37,1.57,86.82,108,2,1,1,10.13,69.07
59,1.86,96.81,96,2,0,0,183.37,46.61
77,1.92,102.75,87,3,1,3,309.51,41.25
49,1.93,94.18,100,0,0,0,172.9,53.58
77,1.87,80.18,152,2,2,0,340.8,32.14
74,1.61,82.85,88,1,0,1,37.48,29.25
73,1.69,113.64,108,3,0,2,117.04,37.56
56,1.97,89.98,112,0,1,3,82.03,49.19
21,1.89,106.32,131,0,0,3,268.15,88.15
41,1.96,87.94,101,2,2,0,101.66,67.34
73,1.56,107.67,92,3,0,3,74.17,37.98
18,1.61,78.4,95,2,2,2,302.53,94.03
57,1.64,94.26,119,3,0,2,328.08,56.37
52,1.87,86.37,97,1,1,0,284.2,52.95
28,1.97,64.18,132,0,0,3,24.73,74.66
57,1.96,119.26,136,0,0,0,188.5,45.63
57,1.81,115.73,92,3,0,1,203.27,53.36
20,1.61,94.79,91,2,2,2,334.97,92.47
45,1.95,106.93,108,2,2,1,295.5,64.97
75,1.95,66.83,125,0,2,3,301.19,38.03
41,1.81,102.56,151,1,1,2,155.05,65.07
27,1.84,93.05,86,2,1,2,339.21,83.52
65,1.78,62.62,147,0,1,2,186.64,40.49
20,1.72,100.92,130,0,1,3,330.2,91.81
44,1.76,105.19,123,2,1,3,120.62,65.22
62,1.82,70.84,133,1,0,2,356.08,45.75
48,1.98,104.88,80,0,2,3,122.3,60.26
53,1.84,117.38,109,1,1,2,109.61,52.46
22,1.89,112.0,86,0,1,1,192.46,82.28
25,1.86,52.8,126,3,0,3,23.31,84.62
47,1.99,111.53,125,0,0,2,27.11,55.36
59,1.99,118.56,150,2,2,1,47.12,49.31
60,1.7,54.8,118,2,0,3,29.05,45.78
79,1.68,55.9,145,3,1,0,194.26,31.65
28,1.51,114.84,132,1,2,3,140.3,81.74
69,1.66,88.13,144,3,1,0,99.73,41.33
44,1.74,88.57,135,0,1,2,347.34,63.63
43,1.54,51.71,100,3,1,3,65.51,68.75
67,1.82,119.02,150,3,0,3,198.74,47.3
70,1.51,56.12,94,0,1,0,69.87,33.23
20,1.92,55.41,87,2,1,2,142.51,87.9
22,1.7,118.95,123,0,1,3,109.09,83.91
68,1.52,100.28,124,2,2,3,254.8,46.79
55,1.54,117.41,114,2,1,3,123.89,54.3
31,1.83,107.41,137,0,0,0,32.14,71.11
70,1.85,81.94,115,1,0,3,233.75,39.23
61,1.93,71.14,121,3,0,1,52.17,48.35
42,1.89,50.45,105,2,2,3,262.88,73.01
62,1.56,109.37,140,1,1,3,325.44,50.68
54,1.75,51.34,87,2,1,3,214.62,57.72
71,1.73,59.77,120,2,2,1,221.7,38.48
69,1.86,65.81,114,1,2,3,62.34,38.66
22,1.67,109.62,133,1,0,0,335.23,82.12
21,1.58,85.4,157,2,0,1,359.91,86.4
53,1.6,113.88,95,2,1,1,172.75,54.15
75,1.67,75.05,86,0,1,0,364.18,29.21
44,1.91,73.76,140,3,2,1,49.82,68.33
62,1.81,74.01,125,1,2,1,209.72,45.4
68,1.79,61.61,151,2,2,0,298.57,41.0
59,1.55,77.94,148,1,1,2,8.54,45.11
62,1.62,63.4,87,3,1,3,165.61,52.42
27,1.93,82.72,134,3,2,0,4.12,85.01
67,1.72,88.79,130,0,1,0,26.36,36.09
59,1.76,52.11,106,2,2,0,70.07,49.23
18,1.55,108.36,120,2,0,1,16.01,87.11
78,1.89,55.11,145,2,0,1,51.45,27.34
59,1.99,73.98,129,2,2,3,266.06,56.1
27,1.94,102.81,146,1,1,2,209.53,79.79
38,1.61,113.15,159,0,2,2,39.86,67.53
46,1.59,84.4,104,0,0,1,305.62,58.04
61,1.75,55.87,87,3,0,2,257.75,51.44
42,1.58,82.41,93,1,0,3,105.06,63.8
71,1.98,93.83,98,0,0,1,0.13,31.0
43,1.84,119.92,155,2,1,1,351.05,65.34
53,1.96,83.65,90,2,1,1,200.31,54.34
22,1.51,66.89,87,3,1,0,72.28,88.24
36,1.95,104.48,106,2,0,0,57.49,69.19
74,1.5,107.44,87,3,1,0,220.51,36.74
20,1.56,110.91,151,2,1,3,207.23,91.53
37,1.58,118.02,85,2,2,1,279.17,72.86
48,1.94,98.67,120,2,0,0,133.93,57.45
47,1.67,89.6,148,1,2,2,77.38,60.03
37,1.66,68.93,131,0,0,2,339.8,69.53
66,1.61,94.3,136,2,1,1,182.38,41.22
74,1.97,55.17,96,3,1,2,157.68,38.1
38,1.67,69.37,116,0,2,3,1.97,67.05
61,1.82,83.42,151,3,0,0,130.88,48.44
42,1.99,74.77,83,3,1,3,113.38,71.02
44,1.85,115.05,88,2,2,3,55.76,65.49
35,1.9,89.48,145,2,0,0,114.95,70.38
33,1.5,106.68,137,0,2,3,91.84,74.45
75,1.93,103.3,95,3,2,0,233.7,37.78
68,1.59,84.91,106,0,1,1,68.94,35.46
45,1.96,56.08,133,2,0,0,158.79,60.53
30,1.76,103.96,153,2,1,3,362.7,85.67
70,1.66,50.13,86,3,0,3,31.14,39.83
40,1.74,88.23,147,1,0,1,112.64,63.75
40,1.98,118.85,158,3,0,1,297.83,70.99
27,2.0,80.13,153,0,1,0,210.11,76.7
27,1.67,98.11,124,0,1,3,329.24,84.78
63,1.51,51.44,89,0,2,2,5.27,42.07
24,1.84,53.29,135,1,0,2,206.49,81.75
20,1.8,114.29,123,2,2,2,204.74,90.73
45,1.79,108.21,157,2,2,3,136.09,66.63
26,1.67,87.78,94,0,0,3,240.11,82.4
62,1.77,99.9,134,3,1,0,68.44,48.23
40,1.7,84.34,102,0,2,3,41.94,66.12
36,1.63,59.76,132,3,1,1,87.23,74.58
25,1.99,70.3,116,2,1,3,133.93,84.57
75,1.86,104.43,124,1,2,3,69.53,32.85
47,1.7,104.9,136,0,1,2,238.52,59.18
54,1.89,103.9,83,2,0,2,0.25,51.0
76,1.52,104.73,93,2,2,1,58.16,32.39
55,1.65,80.71,118,2,2,3,174.18,57.65
47,1.95,86.02,150,2,2,1,344.8,63.3
41,1.71,66.91,109,3,2,2,245.77,74.28
33,1.57,118.55,116,3,0,3,191.29,81.1
18,1.55,54.41,152,0,1,2,54.73,85.73
65,1.94,69.93,149,1,0,1,254.08,39.69
64,1.84,71.63,104,1,0,3,177.16,43.72
51,1.87,101.56,102,1,0,2,269.86,55.6
18,1.81,114.56,127,2,1,1,156.46,89.04
33,1.89,69.13,110,2,1,0,330.27,74.1
47,1.61,70.25,125,3,0,0,237.46,62.79
50,1.57,118.15,115,3,0,1,200.58,60.34
39,1.85,115.42,104,0,0,0,85.26,63.28
21,1.8,109.8,137,3,1,1,178.06,90.19
71,1.67,55.64,101,1,1,3,125.48,36.35
20,1.88,106.15,147,0,2,0,362.77,86.21
42,1.98,85.66,100,1,1,0,16.63,62.06
60,1.52,99.9,154,0,0,3,48.69,43.3
63,1.73,69.68,106,3,1,1,162.03,48.08
41,1.74,92.24,82,3,2,0,233.71,71.78
19,1.81,61.33,115,3,1,3,82.7,93.21
56,1.76,90.02,120,1,0,3,336.08,55.96
67,1.53,61.62,135,2,1,3,347.83,48.28
69,1.75,88.25,130,0,2,3,266.63,43.11
60,2.0,112.46,152,1,1,1,178.27,45.19
24,1.52,117.44,117,0,0,1,182.55,79.22
74,1.77,114.5,120,2,1,3,42.9,33.14
53,1.56,119.57,90,2,0,1,237.93,53.59
49,1.96,107.72,137,2,0,1,234.35,57.56
46,1.93,105.58,158,3,2,2,273.44,69.65
74,1.95,55.09,88,0,2,0,225.89,31.75
44,1.61,110.88,154,1,1,3,315.89,68.42
38,1.87,78.21,101,2,1,3,43.53,69.16
73,1.57,56.31,92,3,0,0,50.93,36.17
61,1.57,82.53,103,0,2,0,196.03,44.65
41,1.68,80.65,88,1,1,1,21.81,63.15
38,1.73,74.03,90,0,0,0,78.91,64.26
59,1.7,111.29,103,1,2,2,200.91,49.68
24,1.92,79.24,91,2,2,1,97.4,84.65
51,1.86,75.34,81,0,2,2,111.34,55.48
32,1.77,51.43,149,1,1,0,321.11,73.07
38,1.56,93.05,96,2,1,2,341.81,72.56
50,1.81,89.5,92,2,0,2,122.37,56.63
52,1.65,54.68,119,2,0,3,327.48,61.73
20,1.98,115.27,107,0,1,0,140.56,83.47
66,1.71,102.59,106,2,1,3,229.79,46.13
20,1.57,116.55,132,2,0,2,2.93,85.04
37,1.91,73.46,81,3,1,2,209.28,75.79
20,1.8,86.37,92,2,2,3,29.59,88.79
34,1.94,68.01,134,0,2,0,28.25,71.09
34,1.59,56.14,119,0,0,2,251.57,71.35
28,1.82,89.82,86,0,1,2,214.16,77.86
46,1.56,81.01,151,0,1,0,6.41,57.02
70,1.81,97.59,85,1,1,1,98.77,34.66
66,1.51,108.64,153,0,0,0,32.45,36.11
76,1.68,110.7,149,3,1,0,122.2,34.41
56,1.57,66.26,100,1,1,1,14.69,48.1
48,1.67,110.45,139,1,2,3,142.52,61.8
71,1.69,74.05,144,0,0,1,26.2,31.18
56,1.75,97.75,87,1,2,0,196.45,50.65
70,1.83,72.27,113,2,0,1,234.85,36.57
65,1.99,75.89,90,3,1,1,92.92,45.62
76,1.76,100.43,146,3,0,0,319.91,34.07
47,1.72,54.26,143,2,0,1,357.22,60.38
28,1.98,81.17,125,0,2,3,348.49,86.29
74,1.52,103.08,112,2,2,2,350.26,38.67
76,1.74,66.76,130,2,0,2,59.64,29.8
25,1.8,67.54,96,0,0,3,150.41,81.01
51,1.61,55.61,89,0,0,2,79.22,52.06
40,1.82,71.18,118,0,0,2,165.62,64.21
35,1.53,89.2,153,1,0,1,292.65,69.95
58,1.76,101.15,96,3,2,0,179.49,54.6
42,1.71,95.98,103,1,1,3,307.42,70.2
25,1.96,74.09,145,2,0,0,203.83,80.68
29,1.68,51.77,84,1,0,3,247.29,80.59
71,1.86,87.22,155,2,1,0,91.11,35.3
25,1.54,115.6,147,2,0,3,133.71,83.57
70,1.71,54.23,103,1,2,1,21.85,36.15
59,1.72,94.76,114,3,1,2,267.01,54.56
34,1.79,83.16,132,0,1,0,28.7,69.1
38,1.51,53.87,105,1,1,1,273.27,67.82
26,1.97,106.81,157,0,0,1,248.12,77.65
40,1.81,72.82,118,3,0,1,216.23,70.44
45,1.53,80.72,151,2,0,2,350.39,64.67
26,1.73,113.7,132,0,2,1,181.43,80.21
59,1.94,77.88,135,3,1,2,96.42,52.29
44,1.91,82.2,152,1,0,0,299.95,60.0
30,1.73,54.01,104,3,0,2,249.09,82.32
60,1.71,55.16,87,0,1,2,190.07,45.53
34,1.51,114.36,85,1,1,2,167.55,72.23
39,1.53,92.16,88,2,1,0,225.07,67.75
68,1.88,64.13,113,1,0,2,79.23,36.06
30,1.72,103.81,100,1,0,3,203.37,78.42
60,1.8,66.42,151,0,1,2,270.87,46.61
55,1.57,81.39,150,1,2,2,140.67,52.88
54,1.65,65.94,121,0,2,1,292.39,52.95
74,1.79,83.77,132,1,1,1,320.62,32.14
44,1.74,62.41,145,0,1,1,350.77,61.34
53,1.94,65.35,105,2,2,2,89.52,56.19
32,1.53,96.0,104,0,2,3,187.6,78.0
27,1.71,67.04,144,3,0,1,320.16,84.13
78,1.76,65.92,101,2,0,3,161.77,31.31
32,1.67,90.58,85,3,1,2,53.02,78.71
29,1.74,79.08,99,2,1,1,248.56,78.66
68,1.84,94.53,123,0,2,2,338.58,41.51
73,1.95,94.38,142,2,2,2,249.53,38.33
18,1.65,118.67,127,2,0,1,5.95,87.04
47,1.69,106.89,98,2,2,0,28.64,61.1
18,1.51,67.73,147,1,0,0,338.92,86.13
50,1.76,68.71,122,2,2,2,256.75,61.42
74,1.61,88.94,96,0,2,3,305.71,39.15
33,1.55,57.09,83,0,2,2,100.02,73.33
52,1.65,60.03,115,0,0,3,148.46,53.96
75,1.91,82.09,143,3,2,1,39.61,37.26
64,1.54,78.74,143,3,0,1,141.11,45.94
19,1.51,74.38,122,3,1,0,152.6,91.51
79,1.73,89.16,129,2,0,2,174.51,28.33
42,1.52,112.13,88,0,1,1,237.15,62.58
38,1.91,112.54,132,2,0,2,73.31,67.98
68,1.83,105.02,142,3,0,1,358.85,43.39
50,1.58,105.75,118,0,2,1,342.77,57.29
56,1.71,74.99,150,0,1,2,363.01,51.84
34,1.91,87.61,135,1,2,2,96.81,73.29
42,1.52,73.62,124,3,2,0,119.16,70.4
69,1.7,92.5,116,3,1,3,243.94,47.51
30,1.9,101.79,132,3,0,0,65.1,79.22
64,1.75,67.8,129,1,2,1,278.99,43.86
20,1.87,73.57,97,1,1,2,291.01,87.88
73,1.63,96.77,118,1,1,2,321.28,35.28
43,1.91,57.37,80,3,1,2,255.16,70.4
74,1.63,51.32,152,0,1,1,142.59,29.95
54,1.66,111.94,140,0,2,1,155.04,52.03
63,1.72,65.21,115,1,2,3,317.38,51.46
27,1.96,97.63,148,3,2,1,15.45,85.1
46,1.94,80.47,99,2,0,2,39.1,59.52
64,1.53,84.83,102,1,1,3,7.92,40.21
21,1.58,86.06,115,3,2,3,214.88,96.73
38,1.83,92.18,96,0,1,1,150.74,66.01
46,1.76,92.84,157,3,1,0,311.9,65.04
55,1.62,102.11,95,1,2,0,350.69,52.17
66,1.87,95.1,139,3,0,3,219.73,48.86
67,1.55,70.47,145,1,0,1,160.04,37.07
22,1.51,110.47,119,1,2,1,298.14,85.99
41,1.83,60.15,119,0,2,2,146.1,65.95
69,1.92,79.23,107,0,2,3,286.65,43.64
39,1.78,116.21,158,3,0,3,197.97,75.28
78,1.56,97.91,93,0,1,2,170.69,27.28
62,1.52,78.29,102,0,1,1,9.32,41.06
64,1.66,111.42,91,3,0,0,254.27,45.85
31,1.57,90.34,99,2,1,1,143.4,75.96
66,1.62,85.96,135,1,1,2,75.96,39.01
76,1.69,117.79,106,3,0,0,13.98,33.05
29,2.0,50.07,147,0,1,1,312.5,76.08
18,1.78,119.99,111,0,0,3,105.72,86.82
23,1.68,113.14,82,3,0,1,254.5,87.7
42,1.72,52.98,117,2,2,2,73.17,66.98
60,1.93,83.99,144,3,1,2,171.0,52.28
53,1.64,68.77,152,1,0,3,345.82,59.22
44,1.68,106.25,97,0,2,2,3.56,61.05
29,1.94,78.97,108,3,2,2,105.84,84.41
18,1.71,74.74,95,2,2,2,266.27,93.55
30,1.51,90.84,86,0,1,0,81.46,73.27
40,1.67,74.22,93,0,0,2,16.82,62.22
18,1.75,114.85,144,3,0,2,185.6,93.47
53,1.52,71.83,106,0,1,3,22.37,50.6
24,1.55,98.7,118,1,0,2,15.25,79.2
35,1.52,57.51,159,1,2,2,39.8,71.53
77,1.67,80.37,113,0,0,1,97.71,25.65
65,1.88,98.06,135,2,1,2,292.42,44.9
34,1.86,116.94,97,2,0,0,133.2,71.44
23,1.74,80.74,142,1,2,0,129.1,83.43
43,1.98,98.4,83,0,2,3,233.76,68.23
33,1.74,77.85,133,0,0,3,188.41,74.02
53,2.0,53.05,83,1,0,1,318.67,52.13
34,1.55,105.12,123,3,0,2,30.5,75.41
58,1.54,116.49,97,1,0,0,47.8,45.16
68,1.87,86.55,89,0,0,3,218.32,39.82
31,1.66,85.68,93,0,1,1,221.91,73.48
22,1.86,110.79,90,1,2,0,70.37,84.23
26,1.6,62.03,113,1,0,3,64.11,78.71
22,1.69,87.36,122,1,0,3,101.34,83.7
72,1.67,114.5,140,2,2,2,143.44,37.91
79,1.57,102.72,157,0,0,3,328.33,31.76
67,1.66,94.85,99,1,2,3,193.15,44.15
20,1.98,96.92,115,1,0,0,213.78,83.71
61,1.72,114.85,98,2,2,3,62.66,48.67
23,1.72,101.35,88,2,1,0,306.9,84.02
40,1.61,85.27,140,0,0,3,185.27,66.94
56,1.53,75.33,100,2,0,1,40.8,49.27
54,1.55,116.55,107,2,1,2,160.0,54.13
25,1.6,59.22,143,0,2,3,162.12,84.32
51,1.77,61.12,114,1,0,2,49.53,52.66
60,1.56,68.05,120,1,1,0,160.15,44.53
43,1.77,54.6,113,0,0,1,11.17,59.08
60,1.92,106.53,153,1,1,3,184.56,48.92
72,1.69,80.29,123,0,0,2,235.21,33.14
47,1.67,96.57,137,3,1,2,83.28,64.11
40,1.83,114.77,85,0,0,2,220.96,64.95
24,1.89,113.31,125,3,1,0,41.98,86.14
22,1.59,117.8,138,3,1,2,165.88,90.21
66,1.66,53.34,155,2,1,0,343.63,41.15
54,1.83,106.71,91,0,1,0,62.08,49.21
49,1.53,88.05,138,0,2,2,159.8,58.13
40,1.64,60.93,88,2,2,3,210.42,73.61
47,1.61,104.74,114,0,2,3,99.23,60.65
41,1.85,97.77,113,3,2,0,60.75,71.2
47,1.64,56.99,128,1,2,3,342.87,68.14
37,2.0,111.92,138,2,1,1,76.67,69.51
60,1.92,99.2,103,2,0,0,79.94,45.27
46,1.56,55.03,124,1,1,0,111.75,58.37
38,1.75,100.21,93,1,1,3,202.21,71.39
20,1.54,86.55,100,2,2,2,219.37,90.93
76,1.96,51.72,117,3,2,1,102.15,36.68
79,1.67,85.79,151,0,0,0,10.31,23.03
26,1.75,75.59,126,2,0,0,204.65,79.68
41,1.7,74.69,159,1,1,2,239.4,66.19
18,1.86,89.79,122,0,2,1,238.47,88.59
36,1.71,56.83,141,0,2,2,6.41,69.09
34,1.86,100.03,115,3,1,1,160.62,77.07
71,1.87,115.4,152,3,2,1,116.44,41.78
53,1.57,115.75,110,0,1,2,203.28,52.71
60,1.93,64.16,111,3,0,1,107.44,49.72
21,1.81,57.96,146,3,2,1,5.69,91.04
65,1.55,118.35,127,0,2,0,252.21,40.84
32,1.75,87.05,111,3,2,3,318.9,88.5
51,1.82,84.05,110,0,0,0,142.49,51.48
30,1.68,111.29,91,3,0,0,265.94,79.89
76,1.9,73.96,135,0,1,0,0.85,27.0
50,1.93,114.43,111,2,0,2,204.02,57.72
51,1.95,84.93,86,1,0,1,154.95,53.03
39,1.54,78.21,97,3,0,1,234.57,71.56
59,1.52,70.72,154,1,0,1,277.24,45.85
34,1.79,54.2,152,1,1,2,258.8,73.45
59,1.65,85.41,159,2,0,0,241.87,46.81
21,1.66,82.94,150,3,1,0,167.03,89.56
57,1.88,71.43,132,0,0,3,80.45,47.15
57,1.53,60.23,99,3,1,1,159.91,54.07
38,1.68,71.18,118,3,0,3,259.09,77.91
18,1.94,76.53,94,1,0,1,173.57,86.16
44,1.71,90.35,91,1,2,0,362.23,63.21
76,1.58,117.98,90,1,2,0,299.65,31.0
61,1.94,77.1,157,0,1,3,82.2,44.19
23,1.95,64.39,119,2,2,0,64.6,85.22
77,1.82,93.82,141,3,0,1,251.75,33.68
42,1.95,72.29,118,1,1,1,278.83,63.86
72,1.82,71.3,86,3,0,3,167.1,41.46
31,1.81,116.32,138,2,0,3,339.16,83.04
77,1.93,117.79,97,1,1,2,281.69,30.76
44,1.5,50.15,85,1,0,0,301.04,60.0
33,1.92,90.03,101,0,2,2,49.97,72.67
78,1.92,81.28,148,3,1,0,128.83,32.43
33,1.62,84.62,82,0,0,3,57.05,70.52
42,1.66,88.25,89,2,0,2,168.84,65.25
67,1.73,90.82,152,0,0,2,242.73,38.24
74,1.61,112.27,147,1,2,3,352.94,41.41
54,1.71,101.3,131,1,1,2,348.23,54.64
36,1.96,117.27,99,0,0,0,86.81,66.29
24,1.73,82.18,138,0,1,1,257.09,80.71
35,1.95,73.79,138,2,0,0,235.06,70.78
23,1.58,60.94,150,2,0,3,227.48,88.07
43,1.88,100.49,155,1,1,0,8.34,61.03
33,1.88,110.91,96,0,0,0,222.87,69.74
49,1.6,104.9,116,0,2,0,300.4,57.0
56,1.95,96.21,152,2,0,2,267.29,52.56
23,1.62,81.75,112,3,1,3,159.58,91.26
50,1.81,55.49,151,3,1,0,90.05,60.3
51,1.98,64.98,94,1,2,2,318.66,59.25
36,1.78,52.11,157,1,1,0,61.01,68.2
73,1.79,76.84,92,3,2,1,240.01,40.6
31,1.94,114.12,108,3,1,0,211.75,79.71
55,1.51,113.42,90,2,1,2,201.17,53.68
45,1.71,69.41,141,3,1,2,288.82,68.85
53,1.52,64.53,90,3,0,2,165.98,58.21
73,1.8,62.96,119,3,1,1,341.85,39.28
78,1.55,95.27,80,2,0,0,114.2,27.38
18,1.76,83.37,138,2,0,2,355.83,91.74
26,1.57,69.15,153,3,2,2,61.94,86.83
26,1.51,85.77,133,2,0,1,318.95,81.13
19,1.71,112.55,108,1,0,3,339.99,93.07
38,1.97,51.26,140,2,1,1,250.38,69.67
63,1.78,57.54,105,0,1,1,274.28,41.83
34,1.93,73.43,94,1,2,3,235.94,78.29
58,1.57,86.3,143,3,0,2,169.99,53.27
71,1.67,92.59,119,0,0,0,352.24,32.17
68,1.53,76.8,146,0,1,1,310.83,37.07
57,1.92,106.6,146,3,0,1,251.64,53.68
57,1.6,109.53,101,0,0,1,69.53,45.46
63,1.59,94.95,113,2,1,1,220.73,44.47
39,1.84,74.44,153,1,0,3,319.12,72.51
38,1.67,50.17,88,2,0,0,137.03,67.46
34,1.98,104.96,148,2,0,0,331.73,72.11
44,1.86,87.07,107,2,2,2,128.88,65.72
64,1.98,118.79,119,3,2,2,258.48,51.45
30,1.6,86.31,81,0,0,3,151.2,76.03
29,1.98,106.91,89,1,0,2,240.65,77.21
27,1.83,105.2,153,3,2,1,188.53,86.26
22,1.59,65.33,157,3,0,1,342.25,89.28
38,1.6,76.68,120,1,2,2,2.23,68.03
23,1.85,115.6,143,2,0,1,29.44,82.2
26,1.6,82.45,130,3,2,2,116.79,87.56
58,1.68,59.37,138,3,2,0,4.1,54.01
66,1.8,108.72,139,2,1,2,152.41,42.03
53,1.92,100.71,101,2,2,3,121.89,58.25
71,1.67,85.94,107,2,0,3,55.74,35.49
26,1.64,75.45,125,0,1,1,315.7,79.11
53,1.73,66.42,119,0,1,1,17.3,50.12
66,1.75,94.04,92,3,2,3,258.87,52.9
44,1.91,115.82,98,3,2,1,111.5,68.74
48,2.0,112.06,156,0,1,3,36.92,55.98
48,1.92,74.11,116,1,0,3,102.38,57.73
62,1.95,108.51,122,1,0,0,29.56,41.1
71,1.71,102.22,85,2,0,3,329.57,42.79
31,1.58,89.87,117,0,1,2,340.07,76.53
54,1.71,95.15,97,3,2,2,190.4,60.54
51,1.66,76.5,158,1,2,2,11.1,55.15
60,1.79,108.2,118,3,1,2,111.57,51.49
38,1.74,78.63,134,1,0,0,216.81,65.72
58,1.64,88.15,157,1,2,3,31.79,48.85
44,1.53,96.44,117,2,0,1,62.94,61.42
69,1.62,94.2,148,0,1,2,125.18,35.67
48,1.51,112.63,131,0,0,0,240.46,54.8
52,1.62,93.54,125,3,0,2,74.01,57.99
36,1.53,90.58,117,2,1,2,211.05,72.81
53,1.85,81.45,138,1,1,0,309.59,52.03
21,1.64,65.07,125,1,2,0,53.26,85.18
50,1.95,101.82,102,2,1,3,350.19,65.34
20,1.92,94.04,126,2,0,3,157.01,89.19
